BUSINESS_DATE,RISK_FACTOR,YEARS_TO_MATURITY,QUOTE_TYPE,RETURN_PERIOD,VAR_MODEL,OBSERVATIONS,VAR
04-Jan-24,SP500,0,Price,1,Parametric,1000,-2.36%
